"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for","is_obsolete"
"24.3.6.31","remote_fs_read_backoff_max_tries","5",0,"Max attempts to read with backoff",\N,\N,0,"UInt64","5","",0
"24.3.6.31","enable_filesystem_cache","1",0,"Use cache for remote filesystem. This setting does not turn on/off cache for disks (must be done via disk config), but allows to bypass cache for some queries if intended",\N,\N,0,"Bool","1","",0
"24.3.6.31","enable_filesystem_cache_on_write_operations","0",0,"Write into cache on write operations. To actually work this setting requires be added to disk config too",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_filesystem_cache_log","0",0,"Allows to record the filesystem caching log for each query",\N,\N,0,"Bool","0","",0
"24.3.6.31","read_from_filesystem_cache_if_exists_otherwise_bypass_cache","0",0,"Allow to use the filesystem cache in passive mode - benefit from the existing cache entries, but don't put more entries into the cache. If you set this setting for heavy ad-hoc queries and leave it disabled for short real-time queries, this will allows to avoid cache threshing by too heavy queries and to improve the overall system efficiency.",\N,\N,0,"Bool","0","",0
"24.3.6.31","skip_download_if_exceeds_query_cache","1",0,"Skip download from remote filesystem if exceeds query cache size",\N,\N,0,"Bool","1","",0
"24.3.6.31","filesystem_cache_max_download_size","137438953472",0,"Max remote filesystem cache size that can be downloaded by a single query",\N,\N,0,"UInt64","137438953472","",0
"24.3.6.31","throw_on_error_from_cache_on_write_operations","0",0,"Ignore error from cache when caching on write operations (INSERT, merges)",\N,\N,0,"Bool","0","",0
"24.3.6.31","filesystem_cache_segments_batch_size","20",0,"Limit on size of a single batch of file segments that a read buffer can request from cache. Too low value will lead to excessive requests to cache, too large may slow down eviction from cache",\N,\N,0,"UInt64","20","",0
"24.3.6.31","filesystem_cache_reserve_space_wait_lock_timeout_milliseconds","1000",0,"Wait time to lock cache for sapce reservation in filesystem cache",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","temporary_data_in_cache_reserve_space_wait_lock_timeout_milliseconds","600000",0,"Wait time to lock cache for sapce reservation for temporary data in filesystem cache",\N,\N,0,"UInt64","600000","",0
"24.3.6.31","use_page_cache_for_disks_without_file_cache","0",0,"Use userspace page cache for remote disks that don't have filesystem cache enabled.",\N,\N,0,"Bool","0","",0
"24.3.6.31","read_from_page_cache_if_exists_otherwise_bypass_cache","0",0,"Use userspace page cache in passive mode, similar to read_from_filesystem_cache_if_exists_otherwise_bypass_cache.",\N,\N,0,"Bool","0","",0
"24.3.6.31","page_cache_inject_eviction","0",0,"Userspace page cache will sometimes invalidate some pages at random. Intended for testing.",\N,\N,0,"Bool","0","",0
"24.3.6.31","load_marks_asynchronously","0",0,"Load MergeTree marks asynchronously",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_filesystem_read_prefetches_log","0",0,"Log to system.filesystem prefetch_log during query. Should be used only for testing or debugging, not recommended to be turned on by default",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_prefetched_read_pool_for_remote_filesystem","1",0,"Prefer prefetched threadpool if all parts are on remote filesystem",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_prefetched_read_pool_for_local_filesystem","0",0,"Prefer prefetched threadpool if all parts are on local filesystem",\N,\N,0,"Bool","0","",0
"24.3.6.31","prefetch_buffer_size","1048576",0,"The maximum size of the prefetch buffer to read from the filesystem.",\N,\N,0,"UInt64","1048576","",0
"24.3.6.31","filesystem_prefetch_step_bytes","0",0,"Prefetch step in bytes. Zero means `auto` - approximately the best prefetch step will be auto deduced, but might not be 100% the best. The actual value might be different because of setting filesystem_prefetch_min_bytes_for_single_read_task",\N,\N,0,"UInt64","0","",0
"24.3.6.31","filesystem_prefetch_step_marks","0",0,"Prefetch step in marks. Zero means `auto` - approximately the best prefetch step will be auto deduced, but might not be 100% the best. The actual value might be different because of setting filesystem_prefetch_min_bytes_for_single_read_task",\N,\N,0,"UInt64","0","",0
"24.3.6.31","filesystem_prefetch_min_bytes_for_single_read_task","2097152",0,"Do not parallelize within one file read less than this amount of bytes. E.g. one reader will not receive a read task of size less than this amount. This setting is recommended to avoid spikes of time for aws getObject requests to aws",\N,\N,0,"UInt64","2097152","",0
"24.3.6.31","filesystem_prefetch_max_memory_usage","1073741824",0,"Maximum memory usage for prefetches.",\N,\N,0,"UInt64","1073741824","",0
"24.3.6.31","filesystem_prefetches_limit","200",0,"Maximum number of prefetches. Zero means unlimited. A setting `filesystem_prefetches_max_memory_usage` is more recommended if you want to limit the number of prefetches",\N,\N,0,"UInt64","200","",0
"24.3.6.31","use_structure_from_insertion_table_in_table_functions","2",0,"Use structure from insertion table instead of schema inference from data. Possible values: 0 - disabled, 1 - enabled, 2 - auto",\N,\N,0,"UInt64","2","",0
"24.3.6.31","http_max_tries","10",0,"Max attempts to read via http.",\N,\N,0,"UInt64","10","",0
"24.3.6.31","http_retry_initial_backoff_ms","100",0,"Min milliseconds for backoff, when retrying read via http",\N,\N,0,"UInt64","100","",0
"24.3.6.31","http_retry_max_backoff_ms","10000",0,"Max milliseconds for backoff, when retrying read via http",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","force_remove_data_recursively_on_drop","0",0,"Recursively remove data on DROP query. Avoids 'Directory not empty' error, but may silently remove detached data",\N,\N,0,"Bool","0","",0
"24.3.6.31","check_table_dependencies","1",0,"Check that DDL query (such as DROP TABLE or RENAME) will not break dependencies",\N,\N,0,"Bool","1","",0
"24.3.6.31","check_referential_table_dependencies","0",0,"Check that DDL query (such as DROP TABLE or RENAME) will not break referential dependencies",\N,\N,0,"Bool","0","",0
"24.3.6.31","use_local_cache_for_remote_storage","1",0,"Use local cache for remote storage like HDFS or S3, it's used for remote table engine only",\N,\N,0,"Bool","1","",0
"24.3.6.31","allow_unrestricted_reads_from_keeper","0",0,"Allow unrestricted (without condition on path) reads from system.zookeeper table, can be handy, but is not safe for zookeeper",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_deprecated_database_ordinary","0",0,"Allow to create databases with deprecated Ordinary engine",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_deprecated_syntax_for_merge_tree","0",0,"Allow to create *MergeTree tables with deprecated engine definition syntax",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_asynchronous_read_from_io_pool_for_merge_tree","0",0,"Use background I/O pool to read from MergeTree tables. This setting may increase performance for I/O bound queries",\N,\N,0,"Bool","0","",0
"24.3.6.31","max_streams_for_merge_tree_reading","0",0,"If is not zero, limit the number of reading streams for MergeTree table.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","force_grouping_standard_compatibility","1",0,"Make GROUPING function to return 1 when argument is not used as an aggregation key",\N,\N,0,"Bool","1","",0
"24.3.6.31","schema_inference_use_cache_for_file","1",0,"Use cache in schema inference while using file table function",\N,\N,0,"Bool","1","",0
"24.3.6.31","schema_inference_use_cache_for_s3","1",0,"Use cache in schema inference while using s3 table function",\N,\N,0,"Bool","1","",0
"24.3.6.31","schema_inference_use_cache_for_azure","1",0,"Use cache in schema inference while using azure table function",\N,\N,0,"Bool","1","",0
"24.3.6.31","schema_inference_use_cache_for_hdfs","1",0,"Use cache in schema inference while using hdfs table function",\N,\N,0,"Bool","1","",0
"24.3.6.31","schema_inference_use_cache_for_url","1",0,"Use cache in schema inference while using url table function",\N,\N,0,"Bool","1","",0
"24.3.6.31","schema_inference_cache_require_modification_time_for_url","1",0,"Use schema from cache for URL with last modification time validation (for urls with Last-Modified header)",\N,\N,0,"Bool","1","",0
"24.3.6.31","compatibility","",0,"Changes other settings according to provided ClickHouse version. If we know that we changed some behaviour in ClickHouse by changing some settings in some version, this compatibility setting will control these settings",\N,\N,0,"String","","",0
"24.3.6.31","additional_table_filters","{}",0,"Additional filter expression which would be applied after reading from specified table. Syntax: {'table1': 'expression', 'database.table2': 'expression'}",\N,\N,0,"Map","{}","",0
"24.3.6.31","additional_result_filter","",0,"Additional filter expression which would be applied to query result",\N,\N,0,"String","","",0
"24.3.6.31","workload","default",0,"Name of workload to be used to access resources",\N,\N,0,"String","default","",0
"24.3.6.31","storage_system_stack_trace_pipe_read_timeout_ms","100",0,"Maximum time to read from a pipe for receiving information from the threads when querying the `system.stack_trace` table. This setting is used for testing purposes and not meant to be changed by users.",\N,\N,0,"Milliseconds","100","",0
"24.3.6.31","rename_files_after_processing","",0,"Rename successfully processed files according to the specified pattern; Pattern can include the following placeholders: `%a` (full original file name), `%f` (original filename without extension), `%e` (file extension with dot), `%t` (current timestamp in µs), and `%%` (% sign)",\N,\N,0,"String","","",0
"24.3.6.31","parallelize_output_from_storages","1",0,"Parallelize output for reading step from storage. It allows parallelization of  query processing right after reading from storage if possible",\N,\N,0,"Bool","1","",0
"24.3.6.31","insert_deduplication_token","",0,"If not empty, used for duplicate detection instead of data digest",\N,\N,0,"String","","",0
"24.3.6.31","count_distinct_optimization","0",0,"Rewrite count distinct to subquery of group by",\N,\N,0,"Bool","0","",0
"24.3.6.31","throw_if_no_data_to_insert","1",0,"Allows or forbids empty INSERTs, enabled by default (throws an error on an empty insert)",\N,\N,0,"Bool","1","",0
"24.3.6.31","compatibility_ignore_auto_increment_in_create_table","0",0,"Ignore AUTO_INCREMENT keyword in column declaration if true, otherwise return error. It simplifies migration from MySQL",\N,\N,0,"Bool","0","",0
"24.3.6.31","multiple_joins_try_to_keep_original_names","0",0,"Do not add aliases to top level expression list on multiple joins rewrite",\N,\N,0,"Bool","0","",0
"24.3.6.31","optimize_sorting_by_input_stream_properties","1",0,"Optimize sorting by sorting properties of input stream",\N,\N,0,"Bool","1","",0
"24.3.6.31","keeper_max_retries","10",0,"Max retries for general keeper operations",\N,\N,0,"UInt64","10","",0
"24.3.6.31","keeper_retry_initial_backoff_ms","100",0,"Initial backoff timeout for general keeper operations",\N,\N,0,"UInt64","100","",0
"24.3.6.31","keeper_retry_max_backoff_ms","5000",0,"Max backoff timeout for general keeper operations",\N,\N,0,"UInt64","5000","",0
"24.3.6.31","insert_keeper_max_retries","20",0,"Max retries for keeper operations during insert",\N,\N,0,"UInt64","20","",0
"24.3.6.31","insert_keeper_retry_initial_backoff_ms","100",0,"Initial backoff timeout for keeper operations during insert",\N,\N,0,"UInt64","100","",0
"24.3.6.31","insert_keeper_retry_max_backoff_ms","10000",0,"Max backoff timeout for keeper operations during insert",\N,\N,0,"UInt64","10000","",0
"24.3.6.31","insert_keeper_fault_injection_probability","0",0,"Approximate probability of failure for a keeper request during insert. Valid value is in interval [0.0f, 1.0f]",\N,\N,0,"Float","0","",0
"24.3.6.31","insert_keeper_fault_injection_seed","0",0,"0 - random seed, otherwise the setting value",\N,\N,0,"UInt64","0","",0
"24.3.6.31","force_aggregation_in_order","0",0,"The setting is used by the server itself to support distributed queries. Do not change it manually, because it will break normal operations. (Forces use of aggregation in order on remote nodes during distributed aggregation).",\N,\N,0,"Bool","0","",0
"24.3.6.31","http_max_request_param_data_size","10485760",0,"Limit on size of request data used as a query parameter in predefined HTTP requests.",\N,\N,0,"UInt64","10485760","",0
"24.3.6.31","function_json_value_return_type_allow_nullable","0",0,"Allow function JSON_VALUE to return nullable type.",\N,\N,0,"Bool","0","",0
"24.3.6.31","function_json_value_return_type_allow_complex","0",0,"Allow function JSON_VALUE to return complex type, such as: struct, array, map.",\N,\N,0,"Bool","0","",0
"24.3.6.31","use_with_fill_by_sorting_prefix","1",0,"Columns preceding WITH FILL columns in ORDER BY clause form sorting prefix. Rows with different values in sorting prefix are filled independently",\N,\N,0,"Bool","1","",0
"24.3.6.31","optimize_uniq_to_count","1",0,"Rewrite uniq and its variants(except uniqUpTo) to count if subquery has distinct or group by clause.",\N,\N,0,"Bool","1","",0
"24.3.6.31","use_variant_as_common_type","0",0,"Use Variant as a result type for if/multiIf in case when there is no common type for arguments",\N,\N,0,"Bool","0","",0
"24.3.6.31","enable_order_by_all","1",0,"Enable sorting expression ORDER BY ALL.",\N,\N,0,"Bool","1","",0
"24.3.6.31","traverse_shadow_remote_data_paths","0",0,"Traverse shadow directory when query system.remote_data_paths",\N,\N,0,"Bool","0","",0
"24.3.6.31","geo_distance_returns_float64_on_float64_arguments","1",0,"If all four arguments to `geoDistance`, `greatCircleDistance`, `greatCircleAngle` functions are Float64, return Float64 and use double precision for internal calculations. In previous ClickHouse versions, the functions always returned Float32.",\N,\N,0,"Bool","1","",0
